,Pair,Steps,GCD
8432,"[85, 33]",6,1
8433,"[85, 34]",2,17
8434,"[85, 35]",3,5
8435,"[85, 36]",5,1
8436,"[85, 37]",5,1
8437,"[85, 38]",4,1
8438,"[85, 39]",5,1
8439,"[85, 40]",2,5
8440,"[85, 41]",4,1
8441,"[85, 42]",2,1
8442,"[85, 43]",3,1
8443,"[85, 44]",5,1
8444,"[85, 45]",3,5
8445,"[85, 46]",6,1
8446,"[85, 47]",5,1
8447,"[85, 48]",6,1
8448,"[85, 49]",6,1
8449,"[85, 50]",4,5
8450,"[85, 51]",3,17
8451,"[85, 52]",7,1
8452,"[85, 53]",6,1
8453,"[85, 54]",6,1
8454,"[85, 55]",4,5
8455,"[85, 56]",5,1
8456,"[85, 57]",3,1
8457,"[85, 58]",5,1
8458,"[85, 59]",6,1
8459,"[85, 60]",4,5
8460,"[85, 61]",6,1
8461,"[85, 62]",6,1
8462,"[85, 63]",5,1
8463,"[85, 64]",3,1
8464,"[85, 65]",3,5
8465,"[85, 66]",4,1
8466,"[85, 67]",7,1
8467,"[85, 68]",2,17
8468,"[85, 69]",4,1
8469,"[85, 70]",4,5
8470,"[85, 71]",3,1
8471,"[85, 72]",5,1
8472,"[85, 73]",3,1
8473,"[85, 74]",6,1
8474,"[85, 75]",3,5
8475,"[85, 76]",4,1
8476,"[85, 77]",6,1
8477,"[85, 78]",3,1
8478,"[85, 79]",3,1
8479,"[85, 80]",2,5
8480,"[85, 81]",3,1
8481,"[85, 82]",3,1
8482,"[85, 83]",3,1
8483,"[85, 84]",2,1
8484,"[85, 85]",1,85
8485,"[85, 86]",2,1
8486,"[85, 87]",3,1
8487,"[85, 88]",3,1
8488,"[85, 89]",3,1
8489,"[85, 90]",2,5
8490,"[85, 91]",3,1
8491,"[85, 92]",3,1
8492,"[85, 93]",6,1
8493,"[85, 94]",4,1
8494,"[85, 95]",3,5
8495,"[85, 96]",6,1
8496,"[85, 97]",3,1
8497,"[85, 98]",5,1
8498,"[85, 99]",3,1
8499,"[85, 100]",4,5
8500,"[86, 1]",1,1
8501,"[86, 2]",1,2
8502,"[86, 3]",3,1
8503,"[86, 4]",2,2
8504,"[86, 5]",2,1
8505,"[86, 6]",2,2
8506,"[86, 7]",3,1
8507,"[86, 8]",3,2
8508,"[86, 9]",4,1
8509,"[86, 10]",4,2
8510,"[86, 11]",4,1
8511,"[86, 12]",2,2
8512,"[86, 13]",6,1
8513,"[86, 14]",2,2
8514,"[86, 15]",5,1
8515,"[86, 16]",4,2
8516,"[86, 17]",2,1
8517,"[86, 18]",4,2
8518,"[86, 19]",4,1
8519,"[86, 20]",3,2
8520,"[86, 21]",3,1
8521,"[86, 22]",3,2
8522,"[86, 23]",5,1
8523,"[86, 24]",5,2
8524,"[86, 25]",5,1
8525,"[86, 26]",3,2
8526,"[86, 27]",4,1
8527,"[86, 28]",2,2
8528,"[86, 29]",3,1
8529,"[86, 30]",4,2
8530,"[86, 31]",5,1
8531,"[86, 32]",4,2
8532,"[86, 33]",6,1
8533,"[86, 34]",4,2
8534,"[86, 35]",4,1
8535,"[86, 36]",5,2
8536,"[86, 37]",3,1
8537,"[86, 38]",4,2
8538,"[86, 39]",4,1
8539,"[86, 40]",4,2
8540,"[86, 41]",3,1
8541,"[86, 42]",2,2
8542,"[86, 43]",1,43
8543,"[86, 44]",3,2
8544,"[86, 45]",4,1
8545,"[86, 46]",5,2
8546,"[86, 47]",5,1
8547,"[86, 48]",5,2
8548,"[86, 49]",4,1
8549,"[86, 50]",6,2
8550,"[86, 51]",5,1
8551,"[86, 52]",5,2
8552,"[86, 53]",7,1
8553,"[86, 54]",5,2
8554,"[86, 55]",6,1
8555,"[86, 56]",5,2
8556,"[86, 57]",4,1
8557,"[86, 58]",3,2
8558,"[86, 59]",5,1
8559,"[86, 60]",4,2
8560,"[86, 61]",6,1
8561,"[86, 62]",6,2
8562,"[86, 63]",6,1
8563,"[86, 64]",4,2
8564,"[86, 65]",4,1
8565,"[86, 66]",4,2
8566,"[86, 67]",5,1
8567,"[86, 68]",5,2
8568,"[86, 69]",3,1
8569,"[86, 70]",5,2
8570,"[86, 71]",6,1
8571,"[86, 72]",3,2
8572,"[86, 73]",7,1
8573,"[86, 74]",3,2
8574,"[86, 75]",5,1
8575,"[86, 76]",5,2
8576,"[86, 77]",5,1
8577,"[86, 78]",4,2
8578,"[86, 79]",4,1
8579,"[86, 80]",3,2
8580,"[86, 81]",3,1
8581,"[86, 82]",3,2
8582,"[86, 83]",4,1
8583,"[86, 84]",2,2
8584,"[86, 85]",2,1
8585,"[86, 86]",1,86
8586,"[86, 87]",2,1
8587,"[86, 88]",2,2
8588,"[86, 89]",4,1
8589,"[86, 90]",3,2
8590,"[86, 91]",3,1
8591,"[86, 92]",3,2
8592,"[86, 93]",4,1
8593,"[86, 94]",4,2
8594,"[86, 95]",5,1
8595,"[86, 96]",5,2
8596,"[86, 97]",5,1
8597,"[86, 98]",3,2
8598,"[86, 99]",7,1
8599,"[86, 100]",3,2
8600,"[87, 1]",1,1
8601,"[87, 2]",2,1
8602,"[87, 3]",1,3
8603,"[87, 4]",3,1
8604,"[87, 5]",3,1
8605,"[87, 6]",2,3
8606,"[87, 7]",3,1
8607,"[87, 8]",3,1
8608,"[87, 9]",3,3
8609,"[87, 10]",4,1
8610,"[87, 11]",3,1
8611,"[87, 12]",2,3
8612,"[87, 13]",4,1
8613,"[87, 14]",4,1
8614,"[87, 15]",3,3
8615,"[87, 16]",4,1
8616,"[87, 17]",3,1
8617,"[87, 18]",3,3
8618,"[87, 19]",6,1
8619,"[87, 20]",4,1
8620,"[87, 21]",2,3
8621,"[87, 22]",3,1
8622,"[87, 23]",6,1
8623,"[87, 24]",5,3
8624,"[87, 25]",3,1
8625,"[87, 26]",4,1
8626,"[87, 27]",3,3
8627,"[87, 28]",3,1
8628,"[87, 29]",1,29
8629,"[87, 30]",3,3
8630,"[87, 31]",4,1
8631,"[87, 32]",6,1
8632,"[87, 33]",5,3
8633,"[87, 34]",6,1
8634,"[87, 35]",3,1
8635,"[87, 36]",4,3
8636,"[87, 37]",5,1
8637,"[87, 38]",4,1
8638,"[87, 39]",3,3
8639,"[87, 40]",5,1
8640,"[87, 41]",3,1
8641,"[87, 42]",2,3
8642,"[87, 43]",2,1
8643,"[87, 44]",3,1
8644,"[87, 45]",3,3
8645,"[87, 46]",4,1
8646,"[87, 47]",6,1
8647,"[87, 48]",4,3
8648,"[87, 49]",5,1
8649,"[87, 50]",6,1
8650,"[87, 51]",5,3
8651,"[87, 52]",4,1
8652,"[87, 53]",7,1
8653,"[87, 54]",6,3
8654,"[87, 55]",7,1
8655,"[87, 56]",5,1
8656,"[87, 57]",4,3
8657,"[87, 58]",2,29
8658,"[87, 59]",4,1
8659,"[87, 60]",4,3
8660,"[87, 61]",5,1
8661,"[87, 62]",4,1
8662,"[87, 63]",6,3
8663,"[87, 64]",7,1
8664,"[87, 65]",4,1
8665,"[87, 66]",3,3
8666,"[87, 67]",5,1
8667,"[87, 68]",7,1
8668,"[87, 69]",4,3
8669,"[87, 70]",4,1
8670,"[87, 71]",5,1
8671,"[87, 72]",4,3
8672,"[87, 73]",5,1
8673,"[87, 74]",5,1
8674,"[87, 75]",3,3
8675,"[87, 76]",4,1
8676,"[87, 77]",5,1
8677,"[87, 78]",4,3
8678,"[87, 79]",4,1
8679,"[87, 80]",4,1
8680,"[87, 81]",3,3
8681,"[87, 82]",4,1
8682,"[87, 83]",4,1
8683,"[87, 84]",2,3
8684,"[87, 85]",3,1
8685,"[87, 86]",2,1
8686,"[87, 87]",1,87
8687,"[87, 88]",2,1
8688,"[87, 89]",3,1
8689,"[87, 90]",2,3
8690,"[87, 91]",4,1
8691,"[87, 92]",4,1
8692,"[87, 93]",3,3
8693,"[87, 94]",4,1
8694,"[87, 95]",4,1
8695,"[87, 96]",4,3
8696,"[87, 97]",5,1
8697,"[87, 98]",4,1
8698,"[87, 99]",3,3
8699,"[87, 100]",5,1
8700,"[88, 1]",1,1
8701,"[88, 2]",1,2
8702,"[88, 3]",2,1
8703,"[88, 4]",1,4
8704,"[88, 5]",4,1
8705,"[88, 6]",3,2
8706,"[88, 7]",4,1
8707,"[88, 8]",1,8
8708,"[88, 9]",4,1
8709,"[88, 10]",3,2
8710,"[88, 11]",1,11
8711,"[88, 12]",2,4
8712,"[88, 13]",4,1
8713,"[88, 14]",3,2
8714,"[88, 15]",4,1
8715,"[88, 16]",2,8
8716,"[88, 17]",4,1
8717,"[88, 18]",3,2
8718,"[88, 19]",6,1
8719,"[88, 20]",3,4
8720,"[88, 21]",3,1
8721,"[88, 22]",1,22
8722,"[88, 23]",5,1
8723,"[88, 24]",3,8
8724,"[88, 25]",4,1
8725,"[88, 26]",5,2
8726,"[88, 27]",4,1
8727,"[88, 28]",2,4
8728,"[88, 29]",2,1
8729,"[88, 30]",3,2
8730,"[88, 31]",4,1
8731,"[88, 32]",3,8
8732,"[88, 33]",3,11
8733,"[88, 34]",5,2
8734,"[88, 35]",4,1
8735,"[88, 36]",3,4
8736,"[88, 37]",6,1
8737,"[88, 38]",3,2
8738,"[88, 39]",4,1
8739,"[88, 40]",2,8
8740,"[88, 41]",4,1
8741,"[88, 42]",3,2
8742,"[88, 43]",3,1
8743,"[88, 44]",1,44
8744,"[88, 45]",4,1
8745,"[88, 46]",4,2
8746,"[88, 47]",5,1
8747,"[88, 48]",3,8
8748,"[88, 49]",5,1
8749,"[88, 50]",4,2
8750,"[88, 51]",7,1
8751,"[88, 52]",4,4
8752,"[88, 53]",5,1
8753,"[88, 54]",6,2
8754,"[88, 55]",4,11
8755,"[88, 56]",4,8
8756,"[88, 57]",5,1
8757,"[88, 58]",4,2
8758,"[88, 59]",3,1
8759,"[88, 60]",3,4
8760,"[88, 61]",5,1
8761,"[88, 62]",6,2
8762,"[88, 63]",5,1
8763,"[88, 64]",4,8
8764,"[88, 65]",6,1
8765,"[88, 66]",2,22
8766,"[88, 67]",4,1
8767,"[88, 68]",4,4
8768,"[88, 69]",7,1
8769,"[88, 70]",4,2
8770,"[88, 71]",5,1
8771,"[88, 72]",3,8
8772,"[88, 73]",5,1
8773,"[88, 74]",4,2
8774,"[88, 75]",5,1
8775,"[88, 76]",3,4
8776,"[88, 77]",2,11
8777,"[88, 78]",4,2
8778,"[88, 79]",5,1
8779,"[88, 80]",2,8
8780,"[88, 81]",5,1
8781,"[88, 82]",4,2
8782,"[88, 83]",5,1
8783,"[88, 84]",2,4
8784,"[88, 85]",3,1
8785,"[88, 86]",2,2
8786,"[88, 87]",2,1
8787,"[88, 88]",1,88
8788,"[88, 89]",2,1
8789,"[88, 90]",2,2
8790,"[88, 91]",3,1
8791,"[88, 92]",2,4
8792,"[88, 93]",5,1
8793,"[88, 94]",4,2
8794,"[88, 95]",5,1
8795,"[88, 96]",2,8
8796,"[88, 97]",5,1
8797,"[88, 98]",4,2
8798,"[88, 99]",2,11
8799,"[88, 100]",3,4
8800,"[89, 1]",1,1
8801,"[89, 2]",2,1
8802,"[89, 3]",3,1
8803,"[89, 4]",2,1
8804,"[89, 5]",3,1
8805,"[89, 6]",3,1
8806,"[89, 7]",4,1
8807,"[89, 8]",2,1
8808,"[89, 9]",3,1
8809,"[89, 10]",3,1
8810,"[89, 11]",2,1
8811,"[89, 12]",4,1
8812,"[89, 13]",4,1
8813,"[89, 14]",4,1
8814,"[89, 15]",3,1
8815,"[89, 16]",5,1
8816,"[89, 17]",3,1
8817,"[89, 18]",3,1
8818,"[89, 19]",4,1
8819,"[89, 20]",4,1
8820,"[89, 21]",3,1
8821,"[89, 22]",2,1
8822,"[89, 23]",5,1
8823,"[89, 24]",5,1
8824,"[89, 25]",6,1
8825,"[89, 26]",5,1
8826,"[89, 27]",5,1
8827,"[89, 28]",5,1
8828,"[89, 29]",3,1
8829,"[89, 30]",3,1
8830,"[89, 31]",5,1
8831,"[89, 32]",6,1
8832,"[89, 33]",5,1
8833,"[89, 34]",8,1
8834,"[89, 35]",5,1
8835,"[89, 36]",4,1
8836,"[89, 37]",4,1
8837,"[89, 38]",4,1
8838,"[89, 39]",5,1
8839,"[89, 40]",4,1
8840,"[89, 41]",4,1
8841,"[89, 42]",4,1
8842,"[89, 43]",3,1
8843,"[89, 44]",2,1
8844,"[89, 45]",3,1
8845,"[89, 46]",4,1
8846,"[89, 47]",5,1
8847,"[89, 48]",5,1
8848,"[89, 49]",5,1
8849,"[89, 50]",6,1
8850,"[89, 51]",5,1
8851,"[89, 52]",5,1
8852,"[89, 53]",5,1
8853,"[89, 54]",6,1
8854,"[89, 55]",9,1
8855,"[89, 56]",6,1
8856,"[89, 57]",7,1
8857,"[89, 58]",6,1
8858,"[89, 59]",4,1
8859,"[89, 60]",4,1
8860,"[89, 61]",6,1
8861,"[89, 62]",6,1
8862,"[89, 63]",6,1
8863,"[89, 64]",7,1
8864,"[89, 65]",6,1
8865,"[89, 66]",6,1
8866,"[89, 67]",3,1
8867,"[89, 68]",4,1
8868,"[89, 69]",5,1
8869,"[89, 70]",5,1
8870,"[89, 71]",4,1
8871,"[89, 72]",4,1
8872,"[89, 73]",6,1
8873,"[89, 74]",4,1
8874,"[89, 75]",5,1
8875,"[89, 76]",5,1
8876,"[89, 77]",5,1
8877,"[89, 78]",3,1
8878,"[89, 79]",4,1
8879,"[89, 80]",4,1
8880,"[89, 81]",3,1
8881,"[89, 82]",5,1
8882,"[89, 83]",4,1
8883,"[89, 84]",4,1
8884,"[89, 85]",3,1
8885,"[89, 86]",4,1
8886,"[89, 87]",3,1
8887,"[89, 88]",2,1
8888,"[89, 89]",1,89
8889,"[89, 90]",2,1
8890,"[89, 91]",3,1
8891,"[89, 92]",4,1
8892,"[89, 93]",3,1
8893,"[89, 94]",4,1
8894,"[89, 95]",4,1
8895,"[89, 96]",5,1
8896,"[89, 97]",3,1
8897,"[89, 98]",4,1
8898,"[89, 99]",4,1
8899,"[89, 100]",3,1
8900,"[90, 1]",1,1
8901,"[90, 2]",1,2
8902,"[90, 3]",1,3
8903,"[90, 4]",2,2
8904,"[90, 5]",1,5
8905,"[90, 6]",1,6
8906,"[90, 7]",3,1
8907,"[90, 8]",2,2
8908,"[90, 9]",1,9
8909,"[90, 10]",1,10
8910,"[90, 11]",3,1
8911,"[90, 12]",2,6
8912,"[90, 13]",3,1
8913,"[90, 14]",3,2
8914,"[90, 15]",1,15
8915,"[90, 16]",5,2
8916,"[90, 17]",4,1
8917,"[90, 18]",1,18
8918,"[90, 19]",5,1
8919,"[90, 20]",2,10
8920,"[90, 21]",3,3
8921,"[90, 22]",2,2
8922,"[90, 23]",4,1
8923,"[90, 24]",3,6
8924,"[90, 25]",4,5
8925,"[90, 26]",3,2
8926,"[90, 27]",2,9
8927,"[90, 28]",4,2
8928,"[90, 29]",4,1
8929,"[90, 30]",1,30
8930,"[90, 31]",4,1
8931,"[90, 32]",4,2
8932,"[90, 33]",5,3
8933,"[90, 34]",5,2
8934,"[90, 35]",4,5
8935,"[90, 36]",2,18
8936,"[90, 37]",4,1
8937,"[90, 38]",5,2
8938,"[90, 39]",3,3
8939,"[90, 40]",2,10
8940,"[90, 41]",3,1
8941,"[90, 42]",2,6
8942,"[90, 43]",4,1
8943,"[90, 44]",2,2
8944,"[90, 45]",1,45
8945,"[90, 46]",3,2
8946,"[90, 47]",5,1
8947,"[90, 48]",3,6
8948,"[90, 49]",4,1
8949,"[90, 50]",3,10
8950,"[90, 51]",4,3
8951,"[90, 52]",6,2
8952,"[90, 53]",5,1
8953,"[90, 54]",3,18
8954,"[90, 55]",5,5
8955,"[90, 56]",6,2
8956,"[90, 57]",6,3
8957,"[90, 58]",5,2
8958,"[90, 59]",5,1
8959,"[90, 60]",2,30
8960,"[90, 61]",5,1
8961,"[90, 62]",5,2
8962,"[90, 63]",3,9
8963,"[90, 64]",4,2
8964,"[90, 65]",5,5
8965,"[90, 66]",4,6
8966,"[90, 67]",5,1
8967,"[90, 68]",3,2
8968,"[90, 69]",4,3
8969,"[90, 70]",3,10
8970,"[90, 71]",6,1
8971,"[90, 72]",2,18
8972,"[90, 73]",5,1
8973,"[90, 74]",6,2
8974,"[90, 75]",2,15
8975,"[90, 76]",4,2
8976,"[90, 77]",4,1
8977,"[90, 78]",3,6
8978,"[90, 79]",4,1
8979,"[90, 80]",2,10
8980,"[90, 81]",2,9
8981,"[90, 82]",3,2
8982,"[90, 83]",4,1
8983,"[90, 84]",2,6
8984,"[90, 85]",2,5
8985,"[90, 86]",3,2
8986,"[90, 87]",2,3
8987,"[90, 88]",2,2
8988,"[90, 89]",2,1
8989,"[90, 90]",1,90
8990,"[90, 91]",2,1
8991,"[90, 92]",2,2
8992,"[90, 93]",2,3
8993,"[90, 94]",3,2
8994,"[90, 95]",2,5
8995,"[90, 96]",2,6
8996,"[90, 97]",4,1
8997,"[90, 98]",3,2
8998,"[90, 99]",2,9
8999,"[90, 100]",2,10
9000,"[91, 1]",1,1
9001,"[91, 2]",2,1
9002,"[91, 3]",2,1
9003,"[91, 4]",3,1
9004,"[91, 5]",2,1
9005,"[91, 6]",2,1
9006,"[91, 7]",1,7
9007,"[91, 8]",4,1
9008,"[91, 9]",2,1
9009,"[91, 10]",2,1
9010,"[91, 11]",4,1
9011,"[91, 12]",5,1
9012,"[91, 13]",1,13
9013,"[91, 14]",2,7
9014,"[91, 15]",2,1
9015,"[91, 16]",4,1
9016,"[91, 17]",4,1
9017,"[91, 18]",2,1
9018,"[91, 19]",5,1
9019,"[91, 20]",5,1
9020,"[91, 21]",2,7
9021,"[91, 22]",3,1
9022,"[91, 23]",3,1
9023,"[91, 24]",5,1
9024,"[91, 25]",6,1
9025,"[91, 26]",2,13
9026,"[91, 27]",5,1
9027,"[91, 28]",2,7
9028,"[91, 29]",3,1
9029,"[91, 30]",2,1
9030,"[91, 31]",4,1
9031,"[91, 32]",5,1
9032,"[91, 33]",4,1
9033,"[91, 34]",4,1
9034,"[91, 35]",4,7
9035,"[91, 36]",5,1
9036,"[91, 37]",5,1
9037,"[91, 38]",5,1
9038,"[91, 39]",2,13
9039,"[91, 40]",6,1
9040,"[91, 41]",5,1
9041,"[91, 42]",2,7
9042,"[91, 43]",5,1
9043,"[91, 44]",4,1
9044,"[91, 45]",2,1
9045,"[91, 46]",3,1
9046,"[91, 47]",5,1
9047,"[91, 48]",6,1
9048,"[91, 49]",3,7
9049,"[91, 50]",6,1
9050,"[91, 51]",7,1
9051,"[91, 52]",3,13
9052,"[91, 53]",6,1
9053,"[91, 54]",6,1
9054,"[91, 55]",6,1
9055,"[91, 56]",5,7
9056,"[91, 57]",5,1
9057,"[91, 58]",5,1
9058,"[91, 59]",6,1
9059,"[91, 60]",5,1
9060,"[91, 61]",3,1
9061,"[91, 62]",4,1
9062,"[91, 63]",3,7
9063,"[91, 64]",6,1
9064,"[91, 65]",3,13
9065,"[91, 66]",7,1
9066,"[91, 67]",6,1
9067,"[91, 68]",4,1
9068,"[91, 69]",4,1
9069,"[91, 70]",3,7
9070,"[91, 71]",6,1
9071,"[91, 72]",6,1
9072,"[91, 73]",3,1
9073,"[91, 74]",5,1
9074,"[91, 75]",5,1
9075,"[91, 76]",3,1
9076,"[91, 77]",3,7
9077,"[91, 78]",2,13
9078,"[91, 79]",6,1
9079,"[91, 80]",5,1
9080,"[91, 81]",3,1
9081,"[91, 82]",3,1
9082,"[91, 83]",5,1
9083,"[91, 84]",2,7
9084,"[91, 85]",3,1
9085,"[91, 86]",3,1
9086,"[91, 87]",4,1
9087,"[91, 88]",3,1
9088,"[91, 89]",3,1
9089,"[91, 90]",2,1
9090,"[91, 91]",1,91
9091,"[91, 92]",2,1
9092,"[91, 93]",3,1
9093,"[91, 94]",3,1
9094,"[91, 95]",4,1
9095,"[91, 96]",3,1
9096,"[91, 97]",3,1
9097,"[91, 98]",2,7
9098,"[91, 99]",5,1
9099,"[91, 100]",3,1
9100,"[92, 1]",1,1
9101,"[92, 2]",1,2
9102,"[92, 3]",3,1
9103,"[92, 4]",1,4
9104,"[92, 5]",3,1
9105,"[92, 6]",2,2
9106,"[92, 7]",2,1
9107,"[92, 8]",2,4
9108,"[92, 9]",3,1
9109,"[92, 10]",2,2
9110,"[92, 11]",4,1
9111,"[92, 12]",3,4
9112,"[92, 13]",2,1
9113,"[92, 14]",4,2
9114,"[92, 15]",3,1
9115,"[92, 16]",3,4
9116,"[92, 17]",4,1
9117,"[92, 18]",2,2
9118,"[92, 19]",4,1
9119,"[92, 20]",4,4
9120,"[92, 21]",6,1
9121,"[92, 22]",3,2
9122,"[92, 23]",1,23
9123,"[92, 24]",3,4
9124,"[92, 25]",4,1
9125,"[92, 26]",4,2
9126,"[92, 27]",4,1
9127,"[92, 28]",3,4
9128,"[92, 29]",4,1
9129,"[92, 30]",2,2
9130,"[92, 31]",3,1
9131,"[92, 32]",3,4
9132,"[92, 33]",6,1
9133,"[92, 34]",5,2
9134,"[92, 35]",6,1
9135,"[92, 36]",4,4
9136,"[92, 37]",3,1
9137,"[92, 38]",5,2
9138,"[92, 39]",6,1
9139,"[92, 40]",3,4
9140,"[92, 41]",3,1
9141,"[92, 42]",3,2
9142,"[92, 43]",3,1
9143,"[92, 44]",2,4
9144,"[92, 45]",3,1
9145,"[92, 46]",1,46
9146,"[92, 47]",4,1
9147,"[92, 48]",3,4
9148,"[92, 49]",4,1
9149,"[92, 50]",4,2
9150,"[92, 51]",4,1
9151,"[92, 52]",4,4
9152,"[92, 53]",7,1
9153,"[92, 54]",6,2
9154,"[92, 55]",4,1
9155,"[92, 56]",5,4
9156,"[92, 57]",7,1
9157,"[92, 58]",6,2
9158,"[92, 59]",7,1
9159,"[92, 60]",4,4
9160,"[92, 61]",4,1
9161,"[92, 62]",3,2
9162,"[92, 63]",5,1
9163,"[92, 64]",4,4
9164,"[92, 65]",5,1
9165,"[92, 66]",5,2
9166,"[92, 67]",5,1
9167,"[92, 68]",4,4
9168,"[92, 69]",2,23
9169,"[92, 70]",4,2
9170,"[92, 71]",7,1
9171,"[92, 72]",5,4
9172,"[92, 73]",5,1
9173,"[92, 74]",3,2
9174,"[92, 75]",5,1
9175,"[92, 76]",4,4
9176,"[92, 77]",4,1
9177,"[92, 78]",5,2
9178,"[92, 79]",3,1
9179,"[92, 80]",4,4
9180,"[92, 81]",5,1
9181,"[92, 82]",3,2
9182,"[92, 83]",4,1
9183,"[92, 84]",3,4
9184,"[92, 85]",3,1
9185,"[92, 86]",3,2
9186,"[92, 87]",4,1
9187,"[92, 88]",2,4
9188,"[92, 89]",4,1
9189,"[92, 90]",2,2
9190,"[92, 91]",2,1
9191,"[92, 92]",1,92
9192,"[92, 93]",2,1
9193,"[92, 94]",2,2
9194,"[92, 95]",4,1
9195,"[92, 96]",2,4
9196,"[92, 97]",4,1
9197,"[92, 98]",3,2
9198,"[92, 99]",3,1
9199,"[92, 100]",3,4
9200,"[93, 1]",1,1
9201,"[93, 2]",2,1
9202,"[93, 3]",1,3
9203,"[93, 4]",2,1
9204,"[93, 5]",4,1
9205,"[93, 6]",2,3
9206,"[93, 7]",3,1
9207,"[93, 8]",5,1
9208,"[93, 9]",2,3
9209,"[93, 10]",3,1
9210,"[93, 11]",3,1
9211,"[93, 12]",3,3
9212,"[93, 13]",3,1
9213,"[93, 14]",5,1
9214,"[93, 15]",2,3
9215,"[93, 16]",4,1
9216,"[93, 17]",3,1
9217,"[93, 18]",2,3
9218,"[93, 19]",4,1
9219,"[93, 20]",5,1
9220,"[93, 21]",3,3
9221,"[93, 22]",4,1
9222,"[93, 23]",2,1
9223,"[93, 24]",3,3
9224,"[93, 25]",6,1
9225,"[93, 26]",6,1
9226,"[93, 27]",3,3
9227,"[93, 28]",3,1
9228,"[93, 29]",4,1
9229,"[93, 30]",2,3
9230,"[93, 31]",1,31
9231,"[93, 32]",5,1
9232,"[93, 33]",4,3
9233,"[93, 34]",6,1
9234,"[93, 35]",5,1
9235,"[93, 36]",5,3
9236,"[93, 37]",4,1
9237,"[93, 38]",4,1
9238,"[93, 39]",5,3
9239,"[93, 40]",3,1
9240,"[93, 41]",6,1
9241,"[93, 42]",4,3
9242,"[93, 43]",3,1
9243,"[93, 44]",4,1
9244,"[93, 45]",2,3
9245,"[93, 46]",2,1
9246,"[93, 47]",3,1
9247,"[93, 48]",3,3
9248,"[93, 49]",5,1
9249,"[93, 50]",4,1
9250,"[93, 51]",5,3
9251,"[93, 52]",7,1
9252,"[93, 53]",4,1
9253,"[93, 54]",6,3
9254,"[93, 55]",5,1
9255,"[93, 56]",5,1
9256,"[93, 57]",6,3
9257,"[93, 58]",6,1
9258,"[93, 59]",7,1
9259,"[93, 60]",5,3
9260,"[93, 61]",6,1
9261,"[93, 62]",2,31
9262,"[93, 63]",3,3
9263,"[93, 64]",5,1
9264,"[93, 65]",4,1
9265,"[93, 66]",4,3
9266,"[93, 67]",7,1
9267,"[93, 68]",7,1
9268,"[93, 69]",4,3
9269,"[93, 70]",3,1
9270,"[93, 71]",5,1
9271,"[93, 72]",4,3
9272,"[93, 73]",6,1
9273,"[93, 74]",5,1
9274,"[93, 75]",3,3
9275,"[93, 76]",4,1
9276,"[93, 77]",5,1
9277,"[93, 78]",3,3
9278,"[93, 79]",6,1
9279,"[93, 80]",4,1
9280,"[93, 81]",4,3
9281,"[93, 82]",4,1
9282,"[93, 83]",4,1
9283,"[93, 84]",3,3
9284,"[93, 85]",6,1
9285,"[93, 86]",4,1
9286,"[93, 87]",3,3
9287,"[93, 88]",5,1
9288,"[93, 89]",3,1
9289,"[93, 90]",2,3
9290,"[93, 91]",3,1
9291,"[93, 92]",2,1
9292,"[93, 93]",1,93
9293,"[93, 94]",2,1
9294,"[93, 95]",3,1
9295,"[93, 96]",2,3
9296,"[93, 97]",3,1
9297,"[93, 98]",5,1
9298,"[93, 99]",3,3
9299,"[93, 100]",4,1
9300,"[94, 1]",1,1
9301,"[94, 2]",1,2
9302,"[94, 3]",2,1
9303,"[94, 4]",2,2
9304,"[94, 5]",3,1
9305,"[94, 6]",3,2
9306,"[94, 7]",3,1
9307,"[94, 8]",3,2
9308,"[94, 9]",3,1
9309,"[94, 10]",3,2
9310,"[94, 11]",4,1
9311,"[94, 12]",3,2
9312,"[94, 13]",3,1
9313,"[94, 14]",4,2
9314,"[94, 15]",4,1
9315,"[94, 16]",3,2
9316,"[94, 17]",4,1
9317,"[94, 18]",3,2
9318,"[94, 19]",3,1
9319,"[94, 20]",4,2
9320,"[94, 21]",3,1
9321,"[94, 22]",4,2
9322,"[94, 23]",3,1
9323,"[94, 24]",3,2
9324,"[94, 25]",4,1
9325,"[94, 26]",6,2
9326,"[94, 27]",3,1
9327,"[94, 28]",4,2
9328,"[94, 29]",3,1
9329,"[94, 30]",3,2
9330,"[94, 31]",2,1
9331,"[94, 32]",3,2
9332,"[94, 33]",6,1
9333,"[94, 34]",4,2
9334,"[94, 35]",5,1
9335,"[94, 36]",6,2
9336,"[94, 37]",6,1
9337,"[94, 38]",3,2
9338,"[94, 39]",5,1
9339,"[94, 40]",4,2
9340,"[94, 41]",5,1
9341,"[94, 42]",3,2
9342,"[94, 43]",5,1
9343,"[94, 44]",3,2
9344,"[94, 45]",3,1
9345,"[94, 46]",2,2
9346,"[94, 47]",1,47
9347,"[94, 48]",3,2
9348,"[94, 49]",4,1
9349,"[94, 50]",4,2
9350,"[94, 51]",6,1
9351,"[94, 52]",4,2
9352,"[94, 53]",6,1
9353,"[94, 54]",5,2
9354,"[94, 55]",6,1
9355,"[94, 56]",4,2
9356,"[94, 57]",7,1
9357,"[94, 58]",7,2
9358,"[94, 59]",6,1
9359,"[94, 60]",5,2
9360,"[94, 61]",7,1
9361,"[94, 62]",4,2
9362,"[94, 63]",3,1
9363,"[94, 64]",4,2
