,Pair,Steps,GCD
5132,"[52, 33]",6,1
5133,"[52, 34]",4,2
5134,"[52, 35]",3,1
5135,"[52, 36]",3,4
5136,"[52, 37]",4,1
5137,"[52, 38]",5,2
5138,"[52, 39]",2,13
5139,"[52, 40]",3,4
5140,"[52, 41]",6,1
5141,"[52, 42]",3,2
5142,"[52, 43]",5,1
5143,"[52, 44]",3,4
5144,"[52, 45]",4,1
5145,"[52, 46]",4,2
5146,"[52, 47]",4,1
5147,"[52, 48]",2,4
5148,"[52, 49]",3,1
5149,"[52, 50]",2,2
5150,"[52, 51]",2,1
5151,"[52, 52]",1,52
5152,"[52, 53]",2,1
5153,"[52, 54]",2,2
5154,"[52, 55]",3,1
5155,"[52, 56]",2,4
5156,"[52, 57]",4,1
5157,"[52, 58]",4,2
5158,"[52, 59]",4,1
5159,"[52, 60]",3,4
5160,"[52, 61]",5,1
5161,"[52, 62]",3,2
5162,"[52, 63]",6,1
5163,"[52, 64]",3,4
5164,"[52, 65]",2,13
5165,"[52, 66]",5,2
5166,"[52, 67]",4,1
5167,"[52, 68]",3,4
5168,"[52, 69]",3,1
5169,"[52, 70]",4,2
5170,"[52, 71]",6,1
5171,"[52, 72]",5,4
5172,"[52, 73]",4,1
5173,"[52, 74]",5,2
5174,"[52, 75]",5,1
5175,"[52, 76]",3,4
5176,"[52, 77]",4,1
5177,"[52, 78]",2,26
5178,"[52, 79]",5,1
5179,"[52, 80]",4,4
5180,"[52, 81]",6,1
5181,"[52, 82]",6,2
5182,"[52, 83]",5,1
5183,"[52, 84]",6,4
5184,"[52, 85]",7,1
5185,"[52, 86]",5,2
5186,"[52, 87]",4,1
5187,"[52, 88]",4,4
5188,"[52, 89]",5,1
5189,"[52, 90]",6,2
5190,"[52, 91]",3,13
5191,"[52, 92]",4,4
5192,"[52, 93]",7,1
5193,"[52, 94]",4,2
5194,"[52, 95]",6,1
5195,"[52, 96]",4,4
5196,"[52, 97]",5,1
5197,"[52, 98]",5,2
5198,"[52, 99]",5,1
5199,"[52, 100]",3,4
5200,"[53, 1]",1,1
5201,"[53, 2]",2,1
5202,"[53, 3]",3,1
5203,"[53, 4]",2,1
5204,"[53, 5]",4,1
5205,"[53, 6]",3,1
5206,"[53, 7]",4,1
5207,"[53, 8]",5,1
5208,"[53, 9]",3,1
5209,"[53, 10]",3,1
5210,"[53, 11]",4,1
5211,"[53, 12]",4,1
5212,"[53, 13]",2,1
5213,"[53, 14]",5,1
5214,"[53, 15]",4,1
5215,"[53, 16]",3,1
5216,"[53, 17]",3,1
5217,"[53, 18]",3,1
5218,"[53, 19]",5,1
5219,"[53, 20]",5,1
5220,"[53, 21]",4,1
5221,"[53, 22]",4,1
5222,"[53, 23]",4,1
5223,"[53, 24]",4,1
5224,"[53, 25]",3,1
5225,"[53, 26]",2,1
5226,"[53, 27]",3,1
5227,"[53, 28]",4,1
5228,"[53, 29]",5,1
5229,"[53, 30]",5,1
5230,"[53, 31]",5,1
5231,"[53, 32]",5,1
5232,"[53, 33]",6,1
5233,"[53, 34]",6,1
5234,"[53, 35]",4,1
5235,"[53, 36]",4,1
5236,"[53, 37]",4,1
5237,"[53, 38]",5,1
5238,"[53, 39]",6,1
5239,"[53, 40]",3,1
5240,"[53, 41]",5,1
5241,"[53, 42]",5,1
5242,"[53, 43]",4,1
5243,"[53, 44]",4,1
5244,"[53, 45]",6,1
5245,"[53, 46]",5,1
5246,"[53, 47]",4,1
5247,"[53, 48]",5,1
5248,"[53, 49]",3,1
5249,"[53, 50]",4,1
5250,"[53, 51]",3,1
5251,"[53, 52]",2,1
5252,"[53, 53]",1,53
5253,"[53, 54]",2,1
5254,"[53, 55]",3,1
5255,"[53, 56]",4,1
5256,"[53, 57]",3,1
5257,"[53, 58]",5,1
5258,"[53, 59]",4,1
5259,"[53, 60]",5,1
5260,"[53, 61]",6,1
5261,"[53, 62]",4,1
5262,"[53, 63]",4,1
5263,"[53, 64]",5,1
5264,"[53, 65]",5,1
5265,"[53, 66]",3,1
5266,"[53, 67]",6,1
5267,"[53, 68]",5,1
5268,"[53, 69]",4,1
5269,"[53, 70]",4,1
5270,"[53, 71]",4,1
5271,"[53, 72]",6,1
5272,"[53, 73]",6,1
5273,"[53, 74]",5,1
5274,"[53, 75]",5,1
5275,"[53, 76]",5,1
5276,"[53, 77]",5,1
5277,"[53, 78]",4,1
5278,"[53, 79]",3,1
5279,"[53, 80]",4,1
5280,"[53, 81]",5,1
5281,"[53, 82]",6,1
5282,"[53, 83]",6,1
5283,"[53, 84]",6,1
5284,"[53, 85]",6,1
5285,"[53, 86]",7,1
5286,"[53, 87]",7,1
5287,"[53, 88]",5,1
5288,"[53, 89]",5,1
5289,"[53, 90]",5,1
5290,"[53, 91]",6,1
5291,"[53, 92]",7,1
5292,"[53, 93]",4,1
5293,"[53, 94]",6,1
5294,"[53, 95]",6,1
5295,"[53, 96]",5,1
5296,"[53, 97]",5,1
5297,"[53, 98]",7,1
5298,"[53, 99]",6,1
5299,"[53, 100]",5,1
5300,"[54, 1]",1,1
5301,"[54, 2]",1,2
5302,"[54, 3]",1,3
5303,"[54, 4]",2,2
5304,"[54, 5]",3,1
5305,"[54, 6]",1,6
5306,"[54, 7]",4,1
5307,"[54, 8]",3,2
5308,"[54, 9]",1,9
5309,"[54, 10]",3,2
5310,"[54, 11]",3,1
5311,"[54, 12]",2,6
5312,"[54, 13]",3,1
5313,"[54, 14]",3,2
5314,"[54, 15]",4,3
5315,"[54, 16]",4,2
5316,"[54, 17]",4,1
5317,"[54, 18]",1,18
5318,"[54, 19]",4,1
5319,"[54, 20]",4,2
5320,"[54, 21]",4,3
5321,"[54, 22]",3,2
5322,"[54, 23]",4,1
5323,"[54, 24]",2,6
5324,"[54, 25]",3,1
5325,"[54, 26]",2,2
5326,"[54, 27]",1,27
5327,"[54, 28]",3,2
5328,"[54, 29]",4,1
5329,"[54, 30]",3,6
5330,"[54, 31]",5,1
5331,"[54, 32]",4,2
5332,"[54, 33]",5,3
5333,"[54, 34]",5,2
5334,"[54, 35]",5,1
5335,"[54, 36]",2,18
5336,"[54, 37]",5,1
5337,"[54, 38]",5,2
5338,"[54, 39]",5,3
5339,"[54, 40]",4,2
5340,"[54, 41]",4,1
5341,"[54, 42]",3,6
5342,"[54, 43]",4,1
5343,"[54, 44]",4,2
5344,"[54, 45]",2,9
5345,"[54, 46]",4,2
5346,"[54, 47]",5,1
5347,"[54, 48]",2,6
5348,"[54, 49]",4,1
5349,"[54, 50]",3,2
5350,"[54, 51]",2,3
5351,"[54, 52]",2,2
5352,"[54, 53]",2,1
5353,"[54, 54]",1,54
5354,"[54, 55]",2,1
5355,"[54, 56]",2,2
5356,"[54, 57]",2,3
5357,"[54, 58]",3,2
5358,"[54, 59]",4,1
5359,"[54, 60]",2,6
5360,"[54, 61]",5,1
5361,"[54, 62]",4,2
5362,"[54, 63]",2,9
5363,"[54, 64]",4,2
5364,"[54, 65]",4,1
5365,"[54, 66]",3,6
5366,"[54, 67]",4,1
5367,"[54, 68]",4,2
5368,"[54, 69]",5,3
5369,"[54, 70]",5,2
5370,"[54, 71]",5,1
5371,"[54, 72]",2,18
5372,"[54, 73]",5,1
5373,"[54, 74]",5,2
5374,"[54, 75]",5,3
5375,"[54, 76]",4,2
5376,"[54, 77]",5,1
5377,"[54, 78]",3,6
5378,"[54, 79]",4,1
5379,"[54, 80]",3,2
5380,"[54, 81]",2,27
5381,"[54, 82]",4,2
5382,"[54, 83]",5,1
5383,"[54, 84]",4,6
5384,"[54, 85]",6,1
5385,"[54, 86]",5,2
5386,"[54, 87]",6,3
5387,"[54, 88]",6,2
5388,"[54, 89]",6,1
5389,"[54, 90]",3,18
5390,"[54, 91]",6,1
5391,"[54, 92]",6,2
5392,"[54, 93]",6,3
5393,"[54, 94]",5,2
5394,"[54, 95]",5,1
5395,"[54, 96]",4,6
5396,"[54, 97]",5,1
5397,"[54, 98]",5,2
5398,"[54, 99]",3,9
5399,"[54, 100]",5,2
5400,"[55, 1]",1,1
5401,"[55, 2]",2,1
5402,"[55, 3]",2,1
5403,"[55, 4]",3,1
5404,"[55, 5]",1,5
5405,"[55, 6]",2,1
5406,"[55, 7]",3,1
5407,"[55, 8]",3,1
5408,"[55, 9]",2,1
5409,"[55, 10]",2,5
5410,"[55, 11]",1,11
5411,"[55, 12]",5,1
5412,"[55, 13]",3,1
5413,"[55, 14]",3,1
5414,"[55, 15]",3,5
5415,"[55, 16]",4,1
5416,"[55, 17]",3,1
5417,"[55, 18]",2,1
5418,"[55, 19]",4,1
5419,"[55, 20]",3,5
5420,"[55, 21]",7,1
5421,"[55, 22]",2,11
5422,"[55, 23]",5,1
5423,"[55, 24]",4,1
5424,"[55, 25]",2,5
5425,"[55, 26]",4,1
5426,"[55, 27]",2,1
5427,"[55, 28]",3,1
5428,"[55, 29]",5,1
5429,"[55, 30]",3,5
5430,"[55, 31]",5,1
5431,"[55, 32]",6,1
5432,"[55, 33]",3,11
5433,"[55, 34]",8,1
5434,"[55, 35]",4,5
5435,"[55, 36]",5,1
5436,"[55, 37]",3,1
5437,"[55, 38]",4,1
5438,"[55, 39]",5,1
5439,"[55, 40]",4,5
5440,"[55, 41]",4,1
5441,"[55, 42]",4,1
5442,"[55, 43]",6,1
5443,"[55, 44]",2,11
5444,"[55, 45]",3,5
5445,"[55, 46]",3,1
5446,"[55, 47]",4,1
5447,"[55, 48]",4,1
5448,"[55, 49]",3,1
5449,"[55, 50]",2,5
5450,"[55, 51]",4,1
5451,"[55, 52]",3,1
5452,"[55, 53]",3,1
5453,"[55, 54]",2,1
5454,"[55, 55]",1,55
5455,"[55, 56]",2,1
5456,"[55, 57]",3,1
5457,"[55, 58]",3,1
5458,"[55, 59]",4,1
5459,"[55, 60]",2,5
5460,"[55, 61]",3,1
5461,"[55, 62]",4,1
5462,"[55, 63]",4,1
5463,"[55, 64]",3,1
5464,"[55, 65]",3,5
5465,"[55, 66]",2,11
5466,"[55, 67]",6,1
5467,"[55, 68]",4,1
5468,"[55, 69]",4,1
5469,"[55, 70]",4,5
5470,"[55, 71]",5,1
5471,"[55, 72]",4,1
5472,"[55, 73]",3,1
5473,"[55, 74]",5,1
5474,"[55, 75]",4,5
5475,"[55, 76]",8,1
5476,"[55, 77]",3,11
5477,"[55, 78]",6,1
5478,"[55, 79]",5,1
5479,"[55, 80]",3,5
5480,"[55, 81]",5,1
5481,"[55, 82]",3,1
5482,"[55, 83]",4,1
5483,"[55, 84]",6,1
5484,"[55, 85]",4,5
5485,"[55, 86]",6,1
5486,"[55, 87]",7,1
5487,"[55, 88]",4,11
5488,"[55, 89]",9,1
5489,"[55, 90]",5,5
5490,"[55, 91]",6,1
5491,"[55, 92]",4,1
5492,"[55, 93]",5,1
5493,"[55, 94]",6,1
5494,"[55, 95]",5,5
5495,"[55, 96]",5,1
5496,"[55, 97]",5,1
5497,"[55, 98]",7,1
5498,"[55, 99]",3,11
5499,"[55, 100]",4,5
5500,"[56, 1]",1,1
5501,"[56, 2]",1,2
5502,"[56, 3]",3,1
5503,"[56, 4]",1,4
5504,"[56, 5]",2,1
5505,"[56, 6]",2,2
5506,"[56, 7]",1,7
5507,"[56, 8]",1,8
5508,"[56, 9]",3,1
5509,"[56, 10]",4,2
5510,"[56, 11]",2,1
5511,"[56, 12]",3,4
5512,"[56, 13]",3,1
5513,"[56, 14]",1,14
5514,"[56, 15]",5,1
5515,"[56, 16]",2,8
5516,"[56, 17]",4,1
5517,"[56, 18]",2,2
5518,"[56, 19]",3,1
5519,"[56, 20]",3,4
5520,"[56, 21]",3,7
5521,"[56, 22]",4,2
5522,"[56, 23]",4,1
5523,"[56, 24]",2,8
5524,"[56, 25]",3,1
5525,"[56, 26]",3,2
5526,"[56, 27]",3,1
5527,"[56, 28]",1,28
5528,"[56, 29]",4,1
5529,"[56, 30]",4,2
5530,"[56, 31]",4,1
5531,"[56, 32]",3,8
5532,"[56, 33]",5,1
5533,"[56, 34]",5,2
5534,"[56, 35]",4,7
5535,"[56, 36]",4,4
5536,"[56, 37]",4,1
5537,"[56, 38]",3,2
5538,"[56, 39]",5,1
5539,"[56, 40]",3,8
5540,"[56, 41]",6,1
5541,"[56, 42]",2,14
5542,"[56, 43]",4,1
5543,"[56, 44]",4,4
5544,"[56, 45]",3,1
5545,"[56, 46]",5,2
5546,"[56, 47]",4,1
5547,"[56, 48]",2,8
5548,"[56, 49]",2,7
5549,"[56, 50]",3,2
5550,"[56, 51]",3,1
5551,"[56, 52]",2,4
5552,"[56, 53]",4,1
5553,"[56, 54]",2,2
5554,"[56, 55]",2,1
5555,"[56, 56]",1,56
5556,"[56, 57]",2,1
5557,"[56, 58]",2,2
5558,"[56, 59]",4,1
5559,"[56, 60]",2,4
5560,"[56, 61]",3,1
5561,"[56, 62]",3,2
5562,"[56, 63]",2,7
5563,"[56, 64]",2,8
5564,"[56, 65]",4,1
5565,"[56, 66]",5,2
5566,"[56, 67]",3,1
5567,"[56, 68]",4,4
5568,"[56, 69]",4,1
5569,"[56, 70]",2,14
5570,"[56, 71]",6,1
5571,"[56, 72]",3,8
5572,"[56, 73]",5,1
5573,"[56, 74]",3,2
5574,"[56, 75]",4,1
5575,"[56, 76]",4,4
5576,"[56, 77]",4,7
5577,"[56, 78]",5,2
5578,"[56, 79]",5,1
5579,"[56, 80]",3,8
5580,"[56, 81]",4,1
5581,"[56, 82]",4,2
5582,"[56, 83]",4,1
5583,"[56, 84]",2,28
5584,"[56, 85]",5,1
5585,"[56, 86]",5,2
5586,"[56, 87]",5,1
5587,"[56, 88]",4,8
5588,"[56, 89]",6,1
5589,"[56, 90]",6,2
5590,"[56, 91]",5,7
5591,"[56, 92]",5,4
5592,"[56, 93]",5,1
5593,"[56, 94]",4,2
5594,"[56, 95]",6,1
5595,"[56, 96]",4,8
5596,"[56, 97]",7,1
5597,"[56, 98]",3,14
5598,"[56, 99]",5,1
5599,"[56, 100]",5,4
5600,"[57, 1]",1,1
5601,"[57, 2]",2,1
5602,"[57, 3]",1,3
5603,"[57, 4]",2,1
5604,"[57, 5]",3,1
5605,"[57, 6]",2,3
5606,"[57, 7]",2,1
5607,"[57, 8]",2,1
5608,"[57, 9]",2,3
5609,"[57, 10]",4,1
5610,"[57, 11]",3,1
5611,"[57, 12]",3,3
5612,"[57, 13]",5,1
5613,"[57, 14]",2,1
5614,"[57, 15]",3,3
5615,"[57, 16]",5,1
5616,"[57, 17]",4,1
5617,"[57, 18]",2,3
5618,"[57, 19]",1,19
5619,"[57, 20]",5,1
5620,"[57, 21]",4,3
5621,"[57, 22]",5,1
5622,"[57, 23]",3,1
5623,"[57, 24]",4,3
5624,"[57, 25]",5,1
5625,"[57, 26]",3,1
5626,"[57, 27]",2,3
5627,"[57, 28]",2,1
5628,"[57, 29]",3,1
5629,"[57, 30]",3,3
5630,"[57, 31]",4,1
5631,"[57, 32]",6,1
5632,"[57, 33]",5,3
5633,"[57, 34]",4,1
5634,"[57, 35]",6,1
5635,"[57, 36]",5,3
5636,"[57, 37]",6,1
5637,"[57, 38]",2,19
5638,"[57, 39]",3,3
5639,"[57, 40]",5,1
5640,"[57, 41]",6,1
5641,"[57, 42]",4,3
5642,"[57, 43]",3,1
5643,"[57, 44]",6,1
5644,"[57, 45]",4,3
5645,"[57, 46]",4,1
5646,"[57, 47]",5,1
5647,"[57, 48]",3,3
5648,"[57, 49]",3,1
5649,"[57, 50]",3,1
5650,"[57, 51]",3,3
5651,"[57, 52]",4,1
5652,"[57, 53]",3,1
5653,"[57, 54]",2,3
5654,"[57, 55]",3,1
5655,"[57, 56]",2,1
5656,"[57, 57]",1,57
5657,"[57, 58]",2,1
5658,"[57, 59]",3,1
5659,"[57, 60]",2,3
5660,"[57, 61]",3,1
5661,"[57, 62]",4,1
5662,"[57, 63]",3,3
5663,"[57, 64]",3,1
5664,"[57, 65]",3,1
5665,"[57, 66]",3,3
5666,"[57, 67]",5,1
5667,"[57, 68]",4,1
5668,"[57, 69]",4,3
5669,"[57, 70]",6,1
5670,"[57, 71]",3,1
5671,"[57, 72]",4,3
5672,"[57, 73]",6,1
5673,"[57, 74]",5,1
5674,"[57, 75]",3,3
5675,"[57, 76]",2,19
5676,"[57, 77]",6,1
5677,"[57, 78]",5,3
5678,"[57, 79]",6,1
5679,"[57, 80]",4,1
5680,"[57, 81]",5,3
5681,"[57, 82]",6,1
5682,"[57, 83]",4,1
5683,"[57, 84]",3,3
5684,"[57, 85]",3,1
5685,"[57, 86]",4,1
5686,"[57, 87]",4,3
5687,"[57, 88]",5,1
5688,"[57, 89]",7,1
5689,"[57, 90]",6,3
5690,"[57, 91]",5,1
5691,"[57, 92]",7,1
5692,"[57, 93]",6,3
5693,"[57, 94]",7,1
5694,"[57, 95]",3,19
5695,"[57, 96]",4,3
5696,"[57, 97]",6,1
5697,"[57, 98]",7,1
5698,"[57, 99]",5,3
5699,"[57, 100]",4,1
5700,"[58, 1]",1,1
5701,"[58, 2]",1,2
5702,"[58, 3]",2,1
5703,"[58, 4]",2,2
5704,"[58, 5]",4,1
5705,"[58, 6]",3,2
5706,"[58, 7]",3,1
5707,"[58, 8]",2,2
5708,"[58, 9]",3,1
5709,"[58, 10]",3,2
5710,"[58, 11]",4,1
5711,"[58, 12]",3,2
5712,"[58, 13]",3,1
5713,"[58, 14]",2,2
5714,"[58, 15]",4,1
5715,"[58, 16]",5,2
5716,"[58, 17]",4,1
5717,"[58, 18]",3,2
5718,"[58, 19]",2,1
5719,"[58, 20]",3,2
5720,"[58, 21]",4,1
5721,"[58, 22]",5,2
5722,"[58, 23]",4,1
5723,"[58, 24]",4,2
5724,"[58, 25]",3,1
5725,"[58, 26]",3,2
5726,"[58, 27]",4,1
5727,"[58, 28]",2,2
5728,"[58, 29]",1,29
5729,"[58, 30]",3,2
5730,"[58, 31]",5,1
5731,"[58, 32]",4,2
5732,"[58, 33]",4,1
5733,"[58, 34]",5,2
5734,"[58, 35]",5,1
5735,"[58, 36]",6,2
5736,"[58, 37]",5,1
5737,"[58, 38]",4,2
5738,"[58, 39]",3,1
5739,"[58, 40]",4,2
5740,"[58, 41]",5,1
5741,"[58, 42]",6,2
5742,"[58, 43]",5,1
5743,"[58, 44]",3,2
5744,"[58, 45]",4,1
5745,"[58, 46]",4,2
5746,"[58, 47]",5,1
5747,"[58, 48]",4,2
5748,"[58, 49]",4,1
5749,"[58, 50]",3,2
5750,"[58, 51]",4,1
5751,"[58, 52]",4,2
5752,"[58, 53]",5,1
5753,"[58, 54]",3,2
5754,"[58, 55]",3,1
5755,"[58, 56]",2,2
5756,"[58, 57]",2,1
5757,"[58, 58]",1,58
5758,"[58, 59]",2,1
5759,"[58, 60]",2,2
5760,"[58, 61]",3,1
5761,"[58, 62]",3,2
5762,"[58, 63]",5,1
5763,"[58, 64]",4,2
5764,"[58, 65]",4,1
5765,"[58, 66]",3,2
5766,"[58, 67]",4,1
5767,"[58, 68]",4,2
5768,"[58, 69]",5,1
5769,"[58, 70]",4,2
5770,"[58, 71]",4,1
5771,"[58, 72]",3,2
5772,"[58, 73]",5,1
5773,"[58, 74]",6,2
5774,"[58, 75]",5,1
5775,"[58, 76]",4,2
5776,"[58, 77]",3,1
5777,"[58, 78]",4,2
5778,"[58, 79]",5,1
5779,"[58, 80]",6,2
5780,"[58, 81]",5,1
5781,"[58, 82]",5,2
5782,"[58, 83]",4,1
5783,"[58, 84]",4,2
5784,"[58, 85]",5,1
5785,"[58, 86]",3,2
5786,"[58, 87]",2,29
5787,"[58, 88]",4,2
5788,"[58, 89]",6,1
5789,"[58, 90]",5,2
5790,"[58, 91]",5,1
5791,"[58, 92]",6,2
5792,"[58, 93]",6,1
5793,"[58, 94]",7,2
5794,"[58, 95]",6,1
5795,"[58, 96]",5,2
5796,"[58, 97]",4,1
5797,"[58, 98]",5,2
5798,"[58, 99]",6,1
5799,"[58, 100]",7,2
5800,"[59, 1]",1,1
5801,"[59, 2]",2,1
5802,"[59, 3]",3,1
5803,"[59, 4]",3,1
5804,"[59, 5]",3,1
5805,"[59, 6]",3,1
5806,"[59, 7]",3,1
5807,"[59, 8]",4,1
5808,"[59, 9]",4,1
5809,"[59, 10]",3,1
5810,"[59, 11]",4,1
5811,"[59, 12]",3,1
5812,"[59, 13]",4,1
5813,"[59, 14]",4,1
5814,"[59, 15]",3,1
5815,"[59, 16]",4,1
5816,"[59, 17]",3,1
5817,"[59, 18]",5,1
5818,"[59, 19]",3,1
5819,"[59, 20]",3,1
5820,"[59, 21]",4,1
5821,"[59, 22]",4,1
5822,"[59, 23]",5,1
5823,"[59, 24]",4,1
5824,"[59, 25]",5,1
5825,"[59, 26]",5,1
5826,"[59, 27]",4,1
5827,"[59, 28]",3,1
5828,"[59, 29]",2,1
5829,"[59, 30]",3,1
5830,"[59, 31]",4,1
5831,"[59, 32]",5,1
5832,"[59, 33]",6,1
5833,"[59, 34]",6,1
5834,"[59, 35]",5,1
5835,"[59, 36]",6,1
5836,"[59, 37]",5,1
5837,"[59, 38]",5,1
5838,"[59, 39]",4,1
5839,"[59, 40]",4,1
5840,"[59, 41]",6,1
5841,"[59, 42]",4,1
5842,"[59, 43]",5,1
5843,"[59, 44]",4,1
5844,"[59, 45]",5,1
5845,"[59, 46]",5,1
5846,"[59, 47]",4,1
5847,"[59, 48]",5,1
5848,"[59, 49]",4,1
5849,"[59, 50]",5,1
5850,"[59, 51]",5,1
5851,"[59, 52]",4,1
5852,"[59, 53]",4,1
5853,"[59, 54]",4,1
5854,"[59, 55]",4,1
5855,"[59, 56]",4,1
5856,"[59, 57]",3,1
5857,"[59, 58]",2,1
5858,"[59, 59]",1,59
5859,"[59, 60]",2,1
5860,"[59, 61]",3,1
5861,"[59, 62]",4,1
5862,"[59, 63]",4,1
5863,"[59, 64]",4,1
5864,"[59, 65]",4,1
5865,"[59, 66]",4,1
5866,"[59, 67]",5,1
5867,"[59, 68]",5,1
5868,"[59, 69]",4,1
5869,"[59, 70]",5,1
5870,"[59, 71]",4,1
5871,"[59, 72]",5,1
5872,"[59, 73]",5,1
5873,"[59, 74]",4,1
5874,"[59, 75]",5,1
5875,"[59, 76]",4,1
5876,"[59, 77]",6,1
5877,"[59, 78]",4,1
5878,"[59, 79]",4,1
5879,"[59, 80]",5,1
5880,"[59, 81]",5,1
5881,"[59, 82]",6,1
5882,"[59, 83]",5,1
5883,"[59, 84]",6,1
5884,"[59, 85]",6,1
5885,"[59, 86]",5,1
5886,"[59, 87]",4,1
5887,"[59, 88]",3,1
5888,"[59, 89]",4,1
5889,"[59, 90]",5,1
5890,"[59, 91]",6,1
5891,"[59, 92]",7,1
5892,"[59, 93]",7,1
5893,"[59, 94]",6,1
5894,"[59, 95]",7,1
5895,"[59, 96]",6,1
5896,"[59, 97]",6,1
5897,"[59, 98]",5,1
5898,"[59, 99]",5,1
5899,"[59, 100]",7,1
5900,"[60, 1]",1,1
5901,"[60, 2]",1,2
5902,"[60, 3]",1,3
5903,"[60, 4]",1,4
5904,"[60, 5]",1,5
5905,"[60, 6]",1,6
5906,"[60, 7]",4,1
5907,"[60, 8]",2,4
5908,"[60, 9]",3,3
5909,"[60, 10]",1,10
5910,"[60, 11]",3,1
5911,"[60, 12]",1,12
5912,"[60, 13]",6,1
5913,"[60, 14]",3,2
5914,"[60, 15]",1,15
5915,"[60, 16]",3,4
5916,"[60, 17]",4,1
5917,"[60, 18]",2,6
5918,"[60, 19]",3,1
5919,"[60, 20]",1,20
5920,"[60, 21]",3,3
5921,"[60, 22]",5,2
5922,"[60, 23]",6,1
5923,"[60, 24]",2,12
5924,"[60, 25]",3,5
5925,"[60, 26]",3,2
5926,"[60, 27]",3,3
5927,"[60, 28]",2,4
5928,"[60, 29]",3,1
5929,"[60, 30]",1,30
5930,"[60, 31]",4,1
5931,"[60, 32]",3,4
5932,"[60, 33]",4,3
5933,"[60, 34]",4,2
5934,"[60, 35]",4,5
5935,"[60, 36]",3,12
5936,"[60, 37]",7,1
5937,"[60, 38]",6,2
5938,"[60, 39]",4,3
5939,"[60, 40]",2,20
5940,"[60, 41]",4,1
5941,"[60, 42]",3,6
5942,"[60, 43]",5,1
5943,"[60, 44]",4,4
5944,"[60, 45]",2,15
5945,"[60, 46]",4,2
5946,"[60, 47]",7,1
5947,"[60, 48]",2,12
5948,"[60, 49]",4,1
5949,"[60, 50]",2,10
5950,"[60, 51]",4,3
5951,"[60, 52]",3,4
5952,"[60, 53]",5,1
5953,"[60, 54]",2,6
5954,"[60, 55]",2,5
5955,"[60, 56]",2,4
5956,"[60, 57]",2,3
5957,"[60, 58]",2,2
5958,"[60, 59]",2,1
5959,"[60, 60]",1,60
5960,"[60, 61]",2,1
5961,"[60, 62]",2,2
5962,"[60, 63]",2,3
5963,"[60, 64]",2,4
5964,"[60, 65]",2,5
5965,"[60, 66]",2,6
5966,"[60, 67]",5,1
5967,"[60, 68]",3,4
5968,"[60, 69]",4,3
5969,"[60, 70]",2,10
5970,"[60, 71]",4,1
5971,"[60, 72]",2,12
5972,"[60, 73]",7,1
5973,"[60, 74]",4,2
5974,"[60, 75]",2,15
5975,"[60, 76]",4,4
5976,"[60, 77]",5,1
5977,"[60, 78]",3,6
5978,"[60, 79]",4,1
5979,"[60, 80]",2,20
5980,"[60, 81]",4,3
5981,"[60, 82]",6,2
5982,"[60, 83]",7,1
5983,"[60, 84]",3,12
5984,"[60, 85]",4,5
5985,"[60, 86]",4,2
5986,"[60, 87]",4,3
5987,"[60, 88]",3,4
5988,"[60, 89]",4,1
5989,"[60, 90]",2,30
5990,"[60, 91]",5,1
5991,"[60, 92]",4,4
5992,"[60, 93]",5,3
5993,"[60, 94]",5,2
5994,"[60, 95]",5,5
5995,"[60, 96]",4,12
5996,"[60, 97]",8,1
5997,"[60, 98]",7,2
5998,"[60, 99]",5,3
5999,"[60, 100]",3,20
6000,"[61, 1]",1,1
6001,"[61, 2]",2,1
6002,"[61, 3]",2,1
6003,"[61, 4]",2,1
6004,"[61, 5]",2,1
6005,"[61, 6]",2,1
6006,"[61, 7]",4,1
6007,"[61, 8]",5,1
6008,"[61, 9]",4,1
6009,"[61, 10]",2,1
6010,"[61, 11]",4,1
6011,"[61, 12]",2,1
6012,"[61, 13]",4,1
6013,"[61, 14]",4,1
6014,"[61, 15]",2,1
6015,"[61, 16]",4,1
6016,"[61, 17]",5,1
6017,"[61, 18]",5,1
6018,"[61, 19]",4,1
6019,"[61, 20]",2,1
6020,"[61, 21]",4,1
6021,"[61, 22]",5,1
6022,"[61, 23]",5,1
6023,"[61, 24]",5,1
6024,"[61, 25]",5,1
6025,"[61, 26]",4,1
6026,"[61, 27]",4,1
6027,"[61, 28]",5,1
6028,"[61, 29]",4,1
6029,"[61, 30]",2,1
6030,"[61, 31]",3,1
6031,"[61, 32]",5,1
6032,"[61, 33]",6,1
6033,"[61, 34]",5,1
6034,"[61, 35]",5,1
6035,"[61, 36]",6,1
6036,"[61, 37]",6,1
6037,"[61, 38]",6,1
6038,"[61, 39]",6,1
6039,"[61, 40]",5,1
6040,"[61, 41]",3,1
6041,"[61, 42]",5,1
6042,"[61, 43]",6,1
6043,"[61, 44]",6,1
6044,"[61, 45]",5,1
6045,"[61, 46]",3,1
6046,"[61, 47]",5,1
6047,"[61, 48]",5,1
6048,"[61, 49]",3,1
6049,"[61, 50]",5,1
6050,"[61, 51]",3,1
6051,"[61, 52]",5,1
6052,"[61, 53]",6,1
6053,"[61, 54]",5,1
6054,"[61, 55]",3,1
6055,"[61, 56]",3,1
6056,"[61, 57]",3,1
6057,"[61, 58]",3,1
6058,"[61, 59]",3,1
6059,"[61, 60]",2,1
6060,"[61, 61]",1,61
6061,"[61, 62]",2,1
6062,"[61, 63]",3,1
6063,"[61, 64]",3,1
